id,verein,ist_angekommen,zufriedenheit_1,zufriedenheit_2,zufriedenheit_3,zufriedenheit_4,zufriedenheit_5,action,y
581,Neutral,False,-1,-1,-1,100,94,WAITING,90
582,Neutral,False,-1,-1,-1,100,94,WAITING,90
583,Club B,False,-1,-1,-1,100,91,WAITING,85
584,Neutral,False,-1,-1,-1,100,94,WAITING,90
585,Club A,False,-1,-1,-1,100,97,WAITING,95
586,Club A,False,-1,-1,-1,100,97,WAITING,95
587,Club B,False,-1,-1,-1,100,91,WAITING,85
588,Neutral,False,-1,-1,-1,100,94,WAITING,90
591,Club B,False,-1,-1,-1,100,91,WAITING,85
592,Neutral,False,-1,-1,-1,100,94,WAITING,90
593,Neutral,False,-1,-1,-1,100,94,WAITING,90
596,Neutral,False,-1,-1,-1,100,94,WAITING,90
597,Club B,False,-1,-1,-1,100,91,WAITING,85
598,Club B,False,-1,-1,-1,100,91,WAITING,85
599,Club B,False,-1,-1,-1,100,91,WAITING,85
504,Neutral,False,-1,-1,100,94,90,ENTRY,91
505,Club B,False,-1,-1,100,91,85,ENTRY,86
506,Club A,False,-1,-1,100,97,95,ENTRY,96
507,Club A,False,-1,-1,100,97,95,ENTRY,96
508,Neutral,False,-1,-1,100,94,90,ENTRY,91
519,Club A,False,-1,-1,100,97,95,ENTRY,96
528,Neutral,False,-1,-1,100,94,90,ENTRY,91
530,Club B,False,-1,-1,100,91,85,ENTRY,86
536,Neutral,False,-1,-1,100,94,90,ENTRY,91
542,Club B,False,-1,-1,100,91,85,ENTRY,86
544,Club A,False,-1,-1,100,97,95,ENTRY,96
549,Neutral,False,-1,-1,100,94,90,ENTRY,91
551,Neutral,False,-1,-1,100,94,90,ENTRY,91
558,Club A,False,-1,-1,100,97,95,ENTRY,96
559,Neutral,False,-1,-1,100,94,90,ENTRY,91
571,Neutral,False,-1,-1,100,94,90,ENTRY,91
579,Club B,False,-1,-1,100,91,85,ENTRY,86
581,Neutral,False,-1,-1,100,94,90,ENTRY,91
582,Neutral,False,-1,-1,100,94,90,ENTRY,91
583,Club B,False,-1,-1,100,91,85,ENTRY,86
500,Club B,False,-1,-1,100,91,85,WAITING,79
501,Club A,False,-1,-1,100,97,95,WAITING,93
502,Club B,False,-1,-1,100,91,85,WAITING,79
503,Club A,False,-1,-1,100,97,95,WAITING,93
509,Neutral,False,-1,-1,100,94,90,WAITING,86
511,Club A,False,-1,-1,100,97,95,WAITING,93
512,Club B,False,-1,-1,100,91,85,WAITING,79
513,Club B,False,-1,-1,100,91,85,WAITING,79
514,Neutral,False,-1,-1,100,94,90,WAITING,86
515,Neutral,False,-1,-1,100,94,90,WAITING,86
516,Club B,False,-1,-1,100,91,85,WAITING,79
517,Club A,False,-1,-1,100,97,95,WAITING,93
518,Club B,False,-1,-1,100,91,85,WAITING,79
520,Neutral,False,-1,-1,100,94,90,WAITING,86
521,Club B,False,-1,-1,100,91,85,WAITING,79
522,Club B,False,-1,-1,100,91,85,WAITING,79
523,Club A,False,-1,-1,100,97,95,WAITING,93
524,Neutral,False,-1,-1,100,94,90,WAITING,86
525,Club B,False,-1,-1,100,91,85,WAITING,79
529,Neutral,False,-1,-1,100,94,90,WAITING,86
532,Neutral,False,-1,-1,100,94,90,WAITING,86
533,Neutral,False,-1,-1,100,94,90,WAITING,86
534,Neutral,False,-1,-1,100,94,90,WAITING,86
535,Club B,False,-1,-1,100,91,85,WAITING,79
537,Club B,False,-1,-1,100,91,85,WAITING,79
539,Club B,False,-1,-1,100,91,85,WAITING,79
540,Neutral,False,-1,-1,100,94,90,WAITING,86
543,Club A,False,-1,-1,100,97,95,WAITING,93
546,Neutral,False,-1,-1,100,94,90,WAITING,86
548,Neutral,False,-1,-1,100,94,90,WAITING,86
552,Neutral,False,-1,-1,100,94,90,WAITING,86
554,Neutral,False,-1,-1,100,94,90,WAITING,86
555,Club A,False,-1,-1,100,97,95,WAITING,93
557,Club B,False,-1,-1,100,91,85,WAITING,79
560,Club B,False,-1,-1,100,91,85,WAITING,79
561,Club A,False,-1,-1,100,97,95,WAITING,93
562,Neutral,False,-1,-1,100,94,90,WAITING,86
564,Club B,False,-1,-1,100,91,85,WAITING,79
565,Club A,False,-1,-1,100,97,95,WAITING,93
568,Club B,False,-1,-1,100,91,85,WAITING,79
569,Club A,False,-1,-1,100,97,95,WAITING,93
572,Club B,False,-1,-1,100,91,85,WAITING,79
573,Club B,False,-1,-1,100,91,85,WAITING,79
575,Club A,False,-1,-1,100,97,95,WAITING,93
576,Club A,False,-1,-1,100,97,95,WAITING,93
577,Club A,False,-1,-1,100,97,95,WAITING,93
578,Club B,False,-1,-1,100,91,85,WAITING,79
580,Club B,False,-1,-1,100,91,85,WAITING,79
584,Neutral,False,-1,-1,100,94,90,WAITING,86
585,Club A,False,-1,-1,100,97,95,WAITING,93
586,Club A,False,-1,-1,100,97,95,WAITING,93
587,Club B,False,-1,-1,100,91,85,WAITING,79
588,Neutral,False,-1,-1,100,94,90,WAITING,86
591,Club B,False,-1,-1,100,91,85,WAITING,79
592,Neutral,False,-1,-1,100,94,90,WAITING,86
593,Neutral,False,-1,-1,100,94,90,WAITING,86
596,Neutral,False,-1,-1,100,94,90,WAITING,86
597,Club B,False,-1,-1,100,91,85,WAITING,79
598,Club B,False,-1,-1,100,91,85,WAITING,79
599,Club B,False,-1,-1,100,91,85,WAITING,79
501,Club A,False,-1,100,97,95,93,ENTRY,94
509,Neutral,False,-1,100,94,90,86,ENTRY,87
518,Club B,False,-1,100,91,85,79,ENTRY,80
520,Neutral,False,-1,100,94,90,86,ENTRY,87
522,Club B,False,-1,100,91,85,79,ENTRY,80
523,Club A,False,-1,100,97,95,93,ENTRY,94
533,Neutral,False,-1,100,94,90,86,ENTRY,87
535,Club B,False,-1,100,91,85,79,ENTRY,80
540,Neutral,False,-1,100,94,90,86,ENTRY,87
554,Neutral,False,-1,100,94,90,86,ENTRY,87
555,Club A,False,-1,100,97,95,93,ENTRY,94
562,Neutral,False,-1,100,94,90,86,ENTRY,87
568,Club B,False,-1,100,91,85,79,ENTRY,80
569,Club A,False,-1,100,97,95,93,ENTRY,94
572,Club B,False,-1,100,91,85,79,ENTRY,80
575,Club A,False,-1,100,97,95,93,ENTRY,94
586,Club A,False,-1,100,97,95,93,ENTRY,94
593,Neutral,False,-1,100,94,90,86,ENTRY,87
596,Neutral,False,-1,100,94,90,86,ENTRY,87
599,Club B,False,-1,100,91,85,79,ENTRY,80
500,Club B,False,-1,100,91,85,79,WAITING,73
502,Club B,False,-1,100,91,85,79,WAITING,73
503,Club A,False,-1,100,97,95,93,WAITING,91
511,Club A,False,-1,100,97,95,93,WAITING,91
512,Club B,False,-1,100,91,85,79,WAITING,73
513,Club B,False,-1,100,91,85,79,WAITING,73
514,Neutral,False,-1,100,94,90,86,WAITING,82
515,Neutral,False,-1,100,94,90,86,WAITING,82
516,Club B,False,-1,100,91,85,79,WAITING,73
517,Club A,False,-1,100,97,95,93,WAITING,91
521,Club B,False,-1,100,91,85,79,WAITING,73
524,Neutral,False,-1,100,94,90,86,WAITING,82
525,Club B,False,-1,100,91,85,79,WAITING,73
529,Neutral,False,-1,100,94,90,86,WAITING,82
532,Neutral,False,-1,100,94,90,86,WAITING,82
534,Neutral,False,-1,100,94,90,86,WAITING,82
537,Club B,False,-1,100,91,85,79,WAITING,73
539,Club B,False,-1,100,91,85,79,WAITING,73
543,Club A,False,-1,100,97,95,93,WAITING,91
546,Neutral,False,-1,100,94,90,86,WAITING,82
548,Neutral,False,-1,100,94,90,86,WAITING,82
552,Neutral,False,-1,100,94,90,86,WAITING,82
557,Club B,False,-1,100,91,85,79,WAITING,73
560,Club B,False,-1,100,91,85,79,WAITING,73
561,Club A,False,-1,100,97,95,93,WAITING,91
564,Club B,False,-1,100,91,85,79,WAITING,73
565,Club A,False,-1,100,97,95,93,WAITING,91
573,Club B,False,-1,100,91,85,79,WAITING,73
576,Club A,False,-1,100,97,95,93,WAITING,91
577,Club A,False,-1,100,97,95,93,WAITING,91
578,Club B,False,-1,100,91,85,79,WAITING,73
580,Club B,False,-1,100,91,85,79,WAITING,73
584,Neutral,False,-1,100,94,90,86,WAITING,82
585,Club A,False,-1,100,97,95,93,WAITING,91
587,Club B,False,-1,100,91,85,79,WAITING,73
588,Neutral,False,-1,100,94,90,86,WAITING,82
591,Club B,False,-1,100,91,85,79,WAITING,73
592,Neutral,False,-1,100,94,90,86,WAITING,82
597,Club B,False,-1,100,91,85,79,WAITING,73
598,Club B,False,-1,100,91,85,79,WAITING,73
510,Club B,True,100,91,92,83,83,EXIT,83
526,Club A,False,100,97,98,95,92,EXIT,89
527,Club B,False,100,91,92,83,74,EXIT,65
531,Club A,False,100,97,98,95,92,EXIT,89
538,Neutral,False,100,94,95,89,83,EXIT,77
541,Neutral,True,100,94,95,89,89,EXIT,89
545,Club B,True,100,91,92,83,83,EXIT,83
547,Club B,False,100,91,92,83,74,EXIT,65
550,Neutral,True,100,94,95,89,89,EXIT,89
556,Club A,False,100,97,98,95,92,EXIT,89
563,Neutral,True,100,94,95,89,89,EXIT,89
566,Neutral,True,100,94,95,89,89,EXIT,89
567,Club B,True,100,91,92,83,83,EXIT,83
570,Club A,False,100,97,98,95,92,EXIT,89
574,Club B,False,100,91,92,83,74,EXIT,65
590,Neutral,True,100,94,95,89,89,EXIT,89
594,Neutral,False,100,94,95,89,83,EXIT,77
595,Club A,False,100,97,98,95,92,EXIT,89
553,Neutral,False,100,94,95,89,83,DRIVING,83
589,Club A,False,100,97,98,95,92,DRIVING,92
553,Neutral,True,95,89,83,83,83,EXIT,83
589,Club A,True,98,95,92,92,92,EXIT,92
505,Club B,True,68,59,50,41,41,EXIT,41
506,Club A,False,90,87,84,81,78,EXIT,75
528,Neutral,False,79,73,67,61,55,EXIT,49
542,Club B,True,68,59,50,41,41,EXIT,41
544,Club A,False,90,87,84,81,78,EXIT,75
549,Neutral,False,79,73,67,61,55,EXIT,49
559,Neutral,False,79,73,67,61,55,EXIT,49
582,Neutral,True,79,73,67,61,61,EXIT,61
504,Neutral,False,79,73,67,61,55,DRIVING,55
507,Club A,False,90,87,84,81,78,DRIVING,78
508,Neutral,False,79,73,67,61,55,DRIVING,55
519,Club A,False,90,87,84,81,78,DRIVING,78
530,Club B,False,68,59,50,41,32,DRIVING,32
536,Neutral,False,79,73,67,61,55,DRIVING,55
551,Neutral,False,79,73,67,61,55,DRIVING,55
558,Club A,False,90,87,84,81,78,DRIVING,78
571,Neutral,False,79,73,67,61,55,DRIVING,55
579,Club B,False,68,59,50,41,32,DRIVING,32
581,Neutral,False,79,73,67,61,55,DRIVING,55
583,Club B,False,68,59,50,41,32,DRIVING,32
501,Club A,False,91,88,85,82,79,EXIT,76
518,Club B,True,71,62,53,44,44,EXIT,44
523,Club A,False,91,88,85,82,79,EXIT,76
554,Neutral,False,81,75,69,63,57,EXIT,51
555,Club A,False,91,88,85,82,79,EXIT,76
562,Neutral,True,81,75,69,63,63,EXIT,63
568,Club B,False,71,62,53,44,35,EXIT,26
569,Club A,True,91,88,85,82,82,EXIT,82
575,Club A,False,91,88,85,82,79,EXIT,76
586,Club A,False,91,88,85,82,79,EXIT,76
593,Neutral,False,81,75,69,63,57,EXIT,51
596,Neutral,False,81,75,69,63,57,EXIT,51
509,Neutral,False,81,75,69,63,57,DRIVING,57
520,Neutral,False,81,75,69,63,57,DRIVING,57
522,Club B,False,71,62,53,44,35,DRIVING,35
533,Neutral,False,81,75,69,63,57,DRIVING,57
535,Club B,False,71,62,53,44,35,DRIVING,35
540,Neutral,False,81,75,69,63,57,DRIVING,57
572,Club B,False,71,62,53,44,35,DRIVING,35
599,Club B,False,71,62,53,44,35,DRIVING,35
509,Neutral,False,69,63,57,57,51,EXIT,45
520,Neutral,False,69,63,57,57,51,EXIT,45
533,Neutral,False,69,63,57,57,51,EXIT,45
535,Club B,False,53,44,35,35,26,EXIT,17
540,Neutral,False,69,63,57,57,51,EXIT,45
522,Club B,False,53,44,35,35,26,DRIVING,26
572,Club B,False,53,44,35,35,26,DRIVING,26
599,Club B,False,53,44,35,35,26,DRIVING,26
504,Neutral,True,61,55,55,49,49,EXIT,49
507,Club A,False,81,78,78,75,72,EXIT,69
508,Neutral,True,61,55,55,49,49,EXIT,49
519,Club A,False,81,78,78,75,72,EXIT,69
571,Neutral,True,61,55,55,49,49,EXIT,49
579,Club B,True,41,32,32,23,23,EXIT,23
583,Club B,True,41,32,32,23,23,EXIT,23
530,Club B,False,41,32,32,23,14,DRIVING,14
536,Neutral,False,61,55,55,49,43,DRIVING,43
551,Neutral,False,61,55,55,49,43,DRIVING,43
558,Club A,False,81,78,78,75,72,DRIVING,72
581,Neutral,False,61,55,55,49,43,DRIVING,43
509,Neutral,False,51,45,39,33,27,WAITING,23
520,Neutral,False,51,45,39,33,27,WAITING,23
533,Neutral,False,51,45,39,33,27,WAITING,23
535,Club B,False,26,17,8,-1,0,WAITING,0
540,Neutral,False,51,45,39,33,27,WAITING,23
530,Club B,True,5,-4,0,0,0,EXIT,0
536,Neutral,True,37,31,25,19,19,EXIT,19
551,Neutral,True,37,31,25,19,19,EXIT,19
558,Club A,False,69,66,63,60,57,DRIVING,57
581,Neutral,False,37,31,25,19,13,DRIVING,13
522,Club B,True,0,0,0,0,0,EXIT,0
572,Club B,True,0,0,0,0,0,EXIT,0
599,Club B,True,0,0,0,0,0,EXIT,0
558,Club A,True,57,57,54,51,51,EXIT,51
581,Neutral,True,13,13,7,1,1,EXIT,1
502,Club B,False,0,0,0,0,0,ENTRY,0
511,Club A,False,16,13,10,7,4,ENTRY,5
512,Club B,False,0,0,0,0,0,ENTRY,0
514,Neutral,False,0,0,0,0,0,ENTRY,0
517,Club A,False,16,13,10,7,4,ENTRY,5
529,Neutral,False,0,0,0,0,0,ENTRY,0
532,Neutral,False,0,0,0,0,0,ENTRY,0
534,Neutral,False,0,0,0,0,0,ENTRY,0
537,Club B,False,0,0,0,0,0,ENTRY,0
543,Club A,False,16,13,10,7,4,ENTRY,5
546,Neutral,False,0,0,0,0,0,ENTRY,0
557,Club B,False,0,0,0,0,0,ENTRY,0
565,Club A,False,16,13,10,7,4,ENTRY,5
573,Club B,False,0,0,0,0,0,ENTRY,0
576,Club A,False,16,13,10,7,4,ENTRY,5
577,Club A,False,16,13,10,7,4,ENTRY,5
584,Neutral,False,0,0,0,0,0,ENTRY,0
585,Club A,False,16,13,10,7,4,ENTRY,5
591,Club B,False,0,0,0,0,0,ENTRY,0
598,Club B,False,0,0,0,0,0,ENTRY,0
500,Club B,False,0,0,0,0,0,WAITING,0
503,Club A,False,16,13,10,7,4,WAITING,2
513,Club B,False,0,0,0,0,0,WAITING,0
515,Neutral,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
521,Club B,False,0,0,0,0,0,WAITING,0
524,Neutral,False,0,0,0,0,0,WAITING,0
525,Club B,False,0,0,0,0,0,WAITING,0
539,Club B,False,0,0,0,0,0,WAITING,0
548,Neutral,False,0,0,0,0,0,WAITING,0
552,Neutral,False,0,0,0,0,0,WAITING,0
560,Club B,False,0,0,0,0,0,WAITING,0
561,Club A,False,16,13,10,7,4,WAITING,2
564,Club B,False,0,0,0,0,0,WAITING,0
578,Club B,False,0,0,0,0,0,WAITING,0
580,Club B,False,0,0,0,0,0,WAITING,0
587,Club B,False,0,0,0,0,0,WAITING,0
588,Neutral,False,0,0,0,0,0,WAITING,0
592,Neutral,False,0,0,0,0,0,WAITING,0
597,Club B,False,0,0,0,0,0,WAITING,0
502,Club B,False,0,0,0,0,0,EXIT,0
511,Club A,False,7,4,5,2,-1,EXIT,0
512,Club B,False,0,0,0,0,0,EXIT,0
514,Neutral,False,0,0,0,0,0,EXIT,0
517,Club A,False,7,4,5,2,-1,EXIT,0
532,Neutral,False,0,0,0,0,0,EXIT,0
534,Neutral,False,0,0,0,0,0,EXIT,0
537,Club B,False,0,0,0,0,0,EXIT,0
557,Club B,False,0,0,0,0,0,EXIT,0
565,Club A,False,7,4,5,2,-1,EXIT,0
576,Club A,False,7,4,5,2,-1,EXIT,0
577,Club A,False,7,4,5,2,-1,EXIT,0
584,Neutral,False,0,0,0,0,0,EXIT,0
598,Club B,False,0,0,0,0,0,EXIT,0
529,Neutral,False,0,0,0,0,0,DRIVING,0
543,Club A,False,7,4,5,2,-1,DRIVING,0
546,Neutral,False,0,0,0,0,0,DRIVING,0
573,Club B,False,0,0,0,0,0,DRIVING,0
585,Club A,False,7,4,5,2,-1,DRIVING,0
591,Club B,False,0,0,0,0,0,DRIVING,0
526,Club A,False,8,5,2,-1,0,WAITING,0
527,Club B,False,0,0,0,0,0,WAITING,0
531,Club A,False,8,5,2,-1,0,WAITING,0
538,Neutral,False,0,0,0,0,0,WAITING,0
547,Club B,False,0,0,0,0,0,WAITING,0
556,Club A,False,8,5,2,-1,0,WAITING,0
570,Club A,False,8,5,2,-1,0,WAITING,0
574,Club B,False,0,0,0,0,0,WAITING,0
594,Neutral,False,0,0,0,0,0,WAITING,0
595,Club A,False,8,5,2,-1,0,WAITING,0
506,Club A,False,6,3,0,0,0,WAITING,0
528,Neutral,False,0,0,0,0,0,WAITING,0
544,Club A,False,6,3,0,0,0,WAITING,0
549,Neutral,False,0,0,0,0,0,WAITING,0
559,Neutral,False,0,0,0,0,0,WAITING,0
529,Neutral,True,0,0,0,0,0,EXIT,0
546,Neutral,True,0,0,0,0,0,EXIT,0
573,Club B,False,0,0,0,0,0,EXIT,0
585,Club A,True,-1,0,0,0,0,EXIT,0
591,Club B,False,0,0,0,0,0,EXIT,0
543,Club A,False,-1,0,0,0,0,DRIVING,0
543,Club A,False,0,0,0,0,0,DRIVING,0
502,Club B,False,0,0,0,0,0,WAITING,0
511,Club A,False,0,0,0,0,0,WAITING,0
512,Club B,False,0,0,0,0,0,WAITING,0
514,Neutral,False,0,0,0,0,0,WAITING,0
517,Club A,False,0,0,0,0,0,WAITING,0
526,Club A,False,0,0,0,0,0,WAITING,0
527,Club B,False,0,0,0,0,0,WAITING,0
531,Club A,False,0,0,0,0,0,WAITING,0
532,Neutral,False,0,0,0,0,0,WAITING,0
534,Neutral,False,0,0,0,0,0,WAITING,0
537,Club B,False,0,0,0,0,0,WAITING,0
538,Neutral,False,0,0,0,0,0,WAITING,0
547,Club B,False,0,0,0,0,0,WAITING,0
556,Club A,False,0,0,0,0,0,WAITING,0
557,Club B,False,0,0,0,0,0,WAITING,0
565,Club A,False,0,0,0,0,0,WAITING,0
570,Club A,False,0,0,0,0,0,WAITING,0
574,Club B,False,0,0,0,0,0,WAITING,0
576,Club A,False,0,0,0,0,0,WAITING,0
577,Club A,False,0,0,0,0,0,WAITING,0
584,Neutral,False,0,0,0,0,0,WAITING,0
594,Neutral,False,0,0,0,0,0,WAITING,0
595,Club A,False,0,0,0,0,0,WAITING,0
598,Club B,False,0,0,0,0,0,WAITING,0
543,Club A,True,0,0,0,0,0,EXIT,0
539,Club B,False,0,0,0,0,0,ENTRY,0
500,Club B,False,0,0,0,0,0,WAITING,0
503,Club A,False,0,0,0,0,0,WAITING,0
513,Club B,False,0,0,0,0,0,WAITING,0
515,Neutral,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
521,Club B,False,0,0,0,0,0,WAITING,0
524,Neutral,False,0,0,0,0,0,WAITING,0
525,Club B,False,0,0,0,0,0,WAITING,0
548,Neutral,False,0,0,0,0,0,WAITING,0
552,Neutral,False,0,0,0,0,0,WAITING,0
560,Club B,False,0,0,0,0,0,WAITING,0
561,Club A,False,0,0,0,0,0,WAITING,0
564,Club B,False,0,0,0,0,0,WAITING,0
578,Club B,False,0,0,0,0,0,WAITING,0
580,Club B,False,0,0,0,0,0,WAITING,0
587,Club B,False,0,0,0,0,0,WAITING,0
588,Neutral,False,0,0,0,0,0,WAITING,0
592,Neutral,False,0,0,0,0,0,WAITING,0
597,Club B,False,0,0,0,0,0,WAITING,0
513,Club B,False,0,0,0,0,0,ENTRY,0
525,Club B,False,0,0,0,0,0,ENTRY,0
548,Neutral,False,0,0,0,0,0,ENTRY,0
564,Club B,False,0,0,0,0,0,ENTRY,0
597,Club B,False,0,0,0,0,0,ENTRY,0
500,Club B,False,0,0,0,0,0,WAITING,0
503,Club A,False,0,0,0,0,0,WAITING,0
515,Neutral,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
521,Club B,False,0,0,0,0,0,WAITING,0
524,Neutral,False,0,0,0,0,0,WAITING,0
552,Neutral,False,0,0,0,0,0,WAITING,0
560,Club B,False,0,0,0,0,0,WAITING,0
561,Club A,False,0,0,0,0,0,WAITING,0
578,Club B,False,0,0,0,0,0,WAITING,0
580,Club B,False,0,0,0,0,0,WAITING,0
587,Club B,False,0,0,0,0,0,WAITING,0
588,Neutral,False,0,0,0,0,0,WAITING,0
592,Neutral,False,0,0,0,0,0,WAITING,0
539,Club B,False,0,0,0,0,0,EXIT,0
513,Club B,False,0,0,0,0,0,EXIT,0
525,Club B,False,0,0,0,0,0,EXIT,0
548,Neutral,False,0,0,0,0,0,EXIT,0
564,Club B,False,0,0,0,0,0,EXIT,0
597,Club B,False,0,0,0,0,0,EXIT,0
502,Club B,False,0,0,0,0,0,ENTRY,0
532,Neutral,False,0,0,0,0,0,ENTRY,0
556,Club A,False,0,0,0,0,0,ENTRY,0
557,Club B,False,0,0,0,0,0,ENTRY,0
565,Club A,False,0,0,0,0,0,ENTRY,0
584,Neutral,False,0,0,0,0,0,ENTRY,0
511,Club A,False,0,0,0,0,0,WAITING,0
512,Club B,False,0,0,0,0,0,WAITING,0
514,Neutral,False,0,0,0,0,0,WAITING,0
517,Club A,False,0,0,0,0,0,WAITING,0
526,Club A,False,0,0,0,0,0,WAITING,0
527,Club B,False,0,0,0,0,0,WAITING,0
531,Club A,False,0,0,0,0,0,WAITING,0
534,Neutral,False,0,0,0,0,0,WAITING,0
537,Club B,False,0,0,0,0,0,WAITING,0
538,Neutral,False,0,0,0,0,0,WAITING,0
547,Club B,False,0,0,0,0,0,WAITING,0
570,Club A,False,0,0,0,0,0,WAITING,0
574,Club B,False,0,0,0,0,0,WAITING,0
576,Club A,False,0,0,0,0,0,WAITING,0
577,Club A,False,0,0,0,0,0,WAITING,0
594,Neutral,False,0,0,0,0,0,WAITING,0
595,Club A,False,0,0,0,0,0,WAITING,0
598,Club B,False,0,0,0,0,0,WAITING,0
509,Neutral,False,0,0,0,0,0,WAITING,0
520,Neutral,False,0,0,0,0,0,WAITING,0
533,Neutral,False,0,0,0,0,0,WAITING,0
535,Club B,False,0,0,0,0,0,WAITING,0
540,Neutral,False,0,0,0,0,0,WAITING,0
502,Club B,True,0,0,0,0,0,EXIT,0
532,Neutral,True,0,0,0,0,0,EXIT,0
556,Club A,False,0,0,0,0,0,EXIT,0
557,Club B,True,0,0,0,0,0,EXIT,0
565,Club A,True,0,0,0,0,0,EXIT,0
584,Neutral,True,0,0,0,0,0,EXIT,0
515,Neutral,False,0,0,0,0,0,ENTRY,0
561,Club A,False,0,0,0,0,0,ENTRY,0
500,Club B,False,0,0,0,0,0,WAITING,0
503,Club A,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
521,Club B,False,0,0,0,0,0,WAITING,0
524,Neutral,False,0,0,0,0,0,WAITING,0
552,Neutral,False,0,0,0,0,0,WAITING,0
560,Club B,False,0,0,0,0,0,WAITING,0
578,Club B,False,0,0,0,0,0,WAITING,0
580,Club B,False,0,0,0,0,0,WAITING,0
587,Club B,False,0,0,0,0,0,WAITING,0
588,Neutral,False,0,0,0,0,0,WAITING,0
592,Neutral,False,0,0,0,0,0,WAITING,0
515,Neutral,False,0,0,0,0,0,EXIT,0
511,Club A,False,0,0,0,0,0,ENTRY,0
513,Club B,False,0,0,0,0,0,ENTRY,0
525,Club B,False,0,0,0,0,0,ENTRY,0
531,Club A,False,0,0,0,0,0,ENTRY,0
548,Neutral,False,0,0,0,0,0,ENTRY,0
564,Club B,False,0,0,0,0,0,ENTRY,0
595,Club A,False,0,0,0,0,0,ENTRY,0
597,Club B,False,0,0,0,0,0,ENTRY,0
561,Club A,False,0,0,0,0,0,DRIVING,0
512,Club B,False,0,0,0,0,0,WAITING,0
514,Neutral,False,0,0,0,0,0,WAITING,0
517,Club A,False,0,0,0,0,0,WAITING,0
526,Club A,False,0,0,0,0,0,WAITING,0
527,Club B,False,0,0,0,0,0,WAITING,0
534,Neutral,False,0,0,0,0,0,WAITING,0
537,Club B,False,0,0,0,0,0,WAITING,0
538,Neutral,False,0,0,0,0,0,WAITING,0
547,Club B,False,0,0,0,0,0,WAITING,0
570,Club A,False,0,0,0,0,0,WAITING,0
574,Club B,False,0,0,0,0,0,WAITING,0
576,Club A,False,0,0,0,0,0,WAITING,0
577,Club A,False,0,0,0,0,0,WAITING,0
594,Neutral,False,0,0,0,0,0,WAITING,0
598,Club B,False,0,0,0,0,0,WAITING,0
512,Club B,False,0,0,0,0,0,WAITING,0
514,Neutral,False,0,0,0,0,0,WAITING,0
515,Neutral,False,0,0,0,0,0,WAITING,0
517,Club A,False,0,0,0,0,0,WAITING,0
526,Club A,False,0,0,0,0,0,WAITING,0
527,Club B,False,0,0,0,0,0,WAITING,0
534,Neutral,False,0,0,0,0,0,WAITING,0
537,Club B,False,0,0,0,0,0,WAITING,0
538,Neutral,False,0,0,0,0,0,WAITING,0
547,Club B,False,0,0,0,0,0,WAITING,0
570,Club A,False,0,0,0,0,0,WAITING,0
574,Club B,False,0,0,0,0,0,WAITING,0
576,Club A,False,0,0,0,0,0,WAITING,0
577,Club A,False,0,0,0,0,0,WAITING,0
594,Neutral,False,0,0,0,0,0,WAITING,0
598,Club B,False,0,0,0,0,0,WAITING,0
561,Club A,False,0,0,0,0,0,EXIT,0
511,Club A,True,0,0,0,0,0,EXIT,0
513,Club B,True,0,0,0,0,0,EXIT,0
531,Club A,False,0,0,0,0,0,EXIT,0
595,Club A,False,0,0,0,0,0,EXIT,0
525,Club B,False,0,0,0,0,0,DRIVING,0
548,Neutral,False,0,0,0,0,0,DRIVING,0
564,Club B,False,0,0,0,0,0,DRIVING,0
597,Club B,False,0,0,0,0,0,DRIVING,0
525,Club B,True,0,0,0,0,0,EXIT,0
548,Neutral,True,0,0,0,0,0,EXIT,0
564,Club B,True,0,0,0,0,0,EXIT,0
597,Club B,True,0,0,0,0,0,EXIT,0
500,Club B,False,0,0,0,0,0,ENTRY,0
521,Club B,False,0,0,0,0,0,ENTRY,0
524,Neutral,False,0,0,0,0,0,ENTRY,0
552,Neutral,False,0,0,0,0,0,ENTRY,0
560,Club B,False,0,0,0,0,0,ENTRY,0
578,Club B,False,0,0,0,0,0,ENTRY,0
580,Club B,False,0,0,0,0,0,ENTRY,0
587,Club B,False,0,0,0,0,0,ENTRY,0
588,Neutral,False,0,0,0,0,0,ENTRY,0
592,Neutral,False,0,0,0,0,0,ENTRY,0
503,Club A,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
521,Club B,True,0,0,0,0,0,EXIT,0
587,Club B,False,0,0,0,0,0,EXIT,0
500,Club B,False,0,0,0,0,0,DRIVING,0
524,Neutral,False,0,0,0,0,0,DRIVING,0
552,Neutral,False,0,0,0,0,0,DRIVING,0
560,Club B,False,0,0,0,0,0,DRIVING,0
578,Club B,False,0,0,0,0,0,DRIVING,0
580,Club B,False,0,0,0,0,0,DRIVING,0
588,Neutral,False,0,0,0,0,0,DRIVING,0
592,Neutral,False,0,0,0,0,0,DRIVING,0
556,Club A,False,0,0,0,0,0,WAITING,0
503,Club A,False,0,0,0,0,0,WAITING,0
516,Club B,False,0,0,0,0,0,WAITING,0
